currentLocation,count
POINT (-1147.2393759271179 2707.2725784443),1
POINT (-1150.5117354882846 4425.6722171725105),1
POINT (-1152.0242618275117 4306.557458128178),1
POINT (-1152.2300044801163 4315.150184389265),1
POINT (-1152.5680468358817 4377.544258047108),1
POINT (-1153.504490519086 2773.3072986970897),1
POINT (-1162.8818181313754 5854.457222884596),1
POINT (-1162.9191902913742 4489.935192244259),10
POINT (-1163.2812977604474 5858.198699106748),1
POINT (-1163.6810979200518 3671.263153831132),1
POINT (-1164.1310488543706 4738.31808014505),2
POINT (-1164.7879228559786 5842.776871004339),1
POINT (-1165.4396742532404 5802.140280316832),3
POINT (-1166.296437617296 5846.152933601877),1
POINT (-1166.4639944769247 5843.328977002167),1
POINT (-1168.8498237877914 5846.10885917381),1
POINT (-1169.289821325407 5857.582405363155),2
POINT (-1170.0353230276291 5838.246829538843),1
POINT (-1172.0041678552482 5840.268136924382),1
POINT (-1172.6056786375277 5831.698039056154),2
POINT (-1176.6989055164295 4726.117600229471),1
POINT (-1176.8013302032396 5846.6471242364805),3
POINT (-1177.1395970165747 5832.21251233178),2
POINT (-1177.3940385093294 3671.057859772406),2
POINT (-1178.7139160840559 5839.691550233609),2
POINT (-1178.7526125714032 4466.470304755871),7
POINT (-1180.704739876141 2563.522481673344),2
POINT (-1181.9015012656425 1207.8723418935722),1
POINT (-1182.3044819683141 5855.778701140067),2
POINT (-1182.721609432994 2393.2950956797463),24
POINT (-1183.6353250747331 2605.068020437779),19
POINT (-1184.8223163714508 4735.0179502236115),1
POINT (-1184.9607267874803 4719.478491708188),2
POINT (-1187.4989249294488 5851.6093045088),1
POINT (-1189.5514924340619 2890.7553818484876),6
POINT (-1189.9012676288396 5841.827462534652),1
POINT (-1190.0329142314579 5802.732693026763),1
POINT (-1191.055695601558 2563.5297893081547),14
POINT (-1194.0175644198266 2713.530791786246),18
POINT (-1196.639293482018 2875.2701617305843),16
POINT (-1197.4724705160024 2392.859100125612),1
POINT (-1198.6242486468163 3068.55143298963),9
POINT (-1198.8058400503483 4424.578014296991),1
POINT (-1199.6935402565507 2912.16419585481),14
POINT (-12.499253494045242 4736.096393421215),1
POINT (-1201.2040384496179 1232.178128632413),1
POINT (-1201.9808748054315 2998.612458380545),8
POINT (-1203.725149070991 3310.658116727257),8
POINT (-1207.1161522236457 2895.895189664184),11
POINT (-1208.9472386322848 3942.302893575663),10
POINT (-1209.801145892734 2993.6850534071823),12
POINT (-1210.3610147505167 2377.388407807117),14
POINT (-1212.5017274462384 4936.964267226446),1
POINT (-1212.8402112553742 3294.820076441664),12
POINT (-1213.5049990750194 3378.128369851267),12
POINT (-1214.3090302410164 4944.571913065698),1
POINT (-1215.1838672982808 3634.241016689522),16
POINT (-1218.0484947359735 3213.228538710721),9
POINT (-1218.92375057743 5803.524749221077),1
POINT (-1218.9429004360718 5803.525274223676),1
POINT (-1218.976382004118 5803.526192136991),1
POINT (-1220.644558831565 3062.0058122699493),10
POINT (-1221.1177227396242 3008.5997338425304),15
POINT (-1221.4051100732 4941.00338419236),2
POINT (-1221.743376886535 4926.568772287659),1
POINT (-1223.8782379583222 3068.6191349874207),1
POINT (-1225.0703854340638 3499.7348054553504),16
POINT (-1225.304244503475 2991.0160306471216),8
POINT (-1225.5713740875356 3981.0797123804705),16
POINT (-1226.9601102478932 1580.2187574737213),2
POINT (-1229.208372616523 1579.6575513518549),1
POINT (-1230.2800729737107 3319.4323014799825),13
POINT (-1230.3858387614157 3079.8013896202624),15
POINT (-1231.7319881481164 3467.740761780779),17
POINT (-1232.790004857916 4937.946243291346),1
POINT (-1233.741029192683 4929.900166606332),1
POINT (-1234.310832374475 3735.7379456710664),4
POINT (-1236.3228798101059 3672.7311519366017),1
POINT (-1237.9335100267883 4264.9387409502815),1
POINT (-1239.982634682312 3726.8694245376755),3
POINT (-124.52436573832357 3975.084811292345),5
POINT (-1241.6483470328672 3722.01804223004),1
POINT (-1242.3659533460157 3226.103279105531),21
POINT (-1248.3180141611274 3372.5519290174166),1
POINT (-1248.3887763284426 3673.2359801024068),1
POINT (-1248.8302556054412 3294.5077699246044),1
POINT (-1257.2961138532453 3052.084873050113),20
POINT (-1259.8196575828947 4263.406059768282),1
POINT (-126.76299549884891 4110.06473439179),1
POINT (-1260.3411925511166 5116.44126859022),1
POINT (-1261.3196509983502 5164.876987422264),1
POINT (-1267.8405721556787 5238.819929991719),8
POINT (-1275.0132591831693 5248.064077146062),3
POINT (-1275.1917678903053 3244.6584232904074),16
POINT (-1278.0036550775478 5235.279150257189),6
POINT (-1280.5301878084938 3537.04015791116),11
POINT (-1282.305599946501 5245.758071431052),5
POINT (-1286.1752292640297 5803.964645073938),1
POINT (-1286.336077813878 3285.447656269636),11
POINT (-1287.3491783026525 5236.960859560035),4
POINT (-1287.5424170588574 3683.278374376984),1
POINT (-1287.8302229671544 3688.9912490147253),1
POINT (-1288.4897479134727 5247.248981848683),1
POINT (-1288.6080197608417 5246.718661748034),6
POINT (-1288.973858577208 3711.692127221675),5
POINT (-1289.1504103862505 2570.634755374985),12
POINT (-1290.6403152347996 5952.997070126488),9
POINT (-1291.2878242639026 3757.62376205968),1
POINT (-1291.672228039491 3765.25407998194),5
POINT (-1293.6675471789124 3808.802552304437),1
POINT (-1295.1945501483049 3505.153319629454),13
POINT (-13.67350416090615 5211.602739613336),1
POINT (-1300.4389151910277 2665.7464423448714),14
POINT (-1300.5005974065157 2680.4859984349114),1
POINT (-1300.5005974065157 2697.286250559213),2
POINT (-1301.0783781355212 2681.9601886546184),9
POINT (-1302.8187905920922 5839.658254063805),11
POINT (-1303.024104019449 4259.882728965541),1
POINT (-1308.782036561594 3296.1784824962406),1
POINT (-1309.4006750382284 1567.2320732619994),1
POINT (-1310.2185496663267 5213.6592390940805),1
POINT (-1310.861852736133 2692.6034016285234),12
POINT (-1311.5587476221624 2561.2400714292203),18
POINT (-1313.184260467868 3296.323323780418),14
POINT (-1314.8977138342218 4258.914433832734),1
POINT (-1317.8769440429232 3727.078804371119),22
POINT (-1324.1812356341254 2427.622364288735),1
POINT (-1324.4455789026817 2194.1490996132184),11
POINT (-133.96331158240096 3975.4914684609225),3
POINT (-1333.8139986717683 5997.686270344027),1
POINT (-1336.5882074093379 3904.4779350882313),18
POINT (-1338.6352399471666 2154.9030760794763),14
POINT (-1338.6719765317941 2695.8276623978604),3
POINT (-1345.1492942145367 5802.2992263074775),1
POINT (-1345.37085641503 1609.3959673738802),3
POINT (-1346.2052731481 1612.9091021450095),2
POINT (-1348.869767586235 5979.254576762876),15
POINT (-1349.3596776839165 2567.781419621334),13
POINT (-135.7936772057236 3415.6326140452566),12
POINT (-1350.5679931999261 4255.653947442557),1
POINT (-1350.688345439653 1990.3876347179978),11
POINT (-1351.8065031851245 2115.9050324614464),12
POINT (-1352.9677515710423 2095.779439981468),1
POINT (-1354.079496842148 1604.1720443594788),4
POINT (-1354.7760018008055 1603.9169920437566),2
POINT (-136.32660186621797 4741.2746268336405),1
POINT (-1360.0699368032374 1609.1538779590007),7
POINT (-1360.6783257380766 2559.16323147236),13
POINT (-1360.9905987829304 2108.804385379679),11
POINT (-1361.0006661216942 2065.6162438417405),12
POINT (-1362.0030692900027 2659.6808761589427),1
POINT (-1363.6746703562285 2605.1032262421472),15
POINT (-1365.3963317673674 2609.930612964088),12
POINT (-1373.2811510760087 4252.8766439259825),1
POINT (-1379.5190041425997 1566.3666174239095),2
POINT (-1380.8368470962089 5979.519134795733),10
POINT (-1386.5708613717359 5801.03822771609),1
POINT (-1387.0900391253806 4635.40922836449),7
POINT (-1389.733859695731 3820.595112731895),14
POINT (-1394.1368291910871 4668.442933309888),15
POINT (-1394.3071753114707 4470.507897856502),3
POINT (-1397.177426276214 2186.3340847244535),13
POINT (-14.15278770338416 5172.228074949391),1
POINT (-140.13417662899712 3594.783028779292),17
POINT (-1400.9494345507308 4273.1218099121315),4
POINT (-1402.505350533175 4294.940718332381),1
POINT (-1402.523781698078 5800.474466705077),1
POINT (-1406.699880965383 5800.326887334224),2
POINT (-1406.7676836208832 2518.944736137566),15
POINT (-1406.9743418343592 896.4515376327631),1
POINT (-1408.9754669453816 2152.8950479975415),9
POINT (-1409.2686404033814 4294.471600902964),2
POINT (-141.0931073759689 1353.7630643066816),1
POINT (-1410.709113833228 4449.786452742794),3
POINT (-1412.1604095351931 4443.327065766173),8
POINT (-1412.5225417653362 5800.121120046968),1
POINT (-1413.2561545952765 898.2120522402657),14
POINT (-1418.1155807588502 4456.839300117369),2
POINT (-1418.6046446702949 3855.0228629041185),1
POINT (-1419.6211933382306 1205.4409508237889),1
POINT (-142.68624445405615 4120.956980404409),1
POINT (-1422.8753026578263 2066.5737215664585),10
POINT (-1425.0373135113339 2004.631970219612),8
POINT (-1429.0877118281621 5978.549892300147),19
POINT (-1429.353143612694 2580.035226082107),1
POINT (-1430.7484411588418 1976.1815826195873),10
POINT (-1432.1866950238887 2490.8868534433077),1
POINT (-1433.577707300243 2587.8384148863092),13
POINT (-1434.973262420595 1987.3098980394846),11
POINT (-1436.758236063943 2402.842544549952),10
POINT (-1438.2332547539638 2611.748276217267),20
POINT (-1438.7234830633947 3815.642678835274),8
POINT (-1439.737579233963 2699.318680612109),15
POINT (-1439.9430760430084 2473.1464529500436),10
POINT (-1441.8916334207163 5799.083244318547),1
POINT (-1442.7043528192528 2478.479664916662),8
POINT (-1444.1046131343514 2661.476559643373),2
POINT (-1444.414096143325 3852.3839470803778),1
POINT (-1444.6312408856834 4244.152147912815),1
POINT (-1445.5359169967742 2421.384615530726),6
POINT (-1448.3466860340861 5798.855128906885),1
POINT (-145.11056182500536 4144.762263634421),1
POINT (-1453.0293307966801 4243.021825100794),1
POINT (-1455.6394789215026 2645.822143293767),11
POINT (-1457.3885093196725 2674.8153128865742),7
POINT (-1460.1537460532932 955.2875318639223),10
POINT (-1460.753169034818 4423.947621237747),1
POINT (-1465.0713718436464 5798.264094438714),1
POINT (-1465.5427387857774 1569.4044515907776),1
POINT (-1472.3331197342177 4480.125710160363),2
POINT (-1473.590901147153 877.1033836945335),12
POINT (-1473.6876234174335 5980.677979507759),14
POINT (-1474.1997386620997 3883.465862416033),1
POINT (-1477.753917514858 5982.032801722768),14
POINT (-1479.9136737274814 2662.0375620834857),1
POINT (-148.99541019344082 1595.3762103747597),1
POINT (-1483.254589161125 1571.1927406551754),1
POINT (-1484.1905801153478 3873.7595190601205),21
POINT (-1485.079631677474 5246.9437754904775),1
POINT (-1485.3478328018825 4475.28771380054),8
POINT (-1486.779509698837 4484.890332581627),3
POINT (-1487.49560729855 951.6054633507447),16
POINT (-1490.0992592254715 5831.878163702331),1
POINT (-1492.851611939404 4237.397570114287),1
POINT (-1496.2588926210124 4251.748915310947),7
POINT (-1496.9713369216481 4493.171613333192),1
POINT (-1497.2058706321964 978.3110915491427),9
POINT (-1497.4400062756617 5082.110660401991),14
POINT (-1504.9375535551637 1889.1871542928043),1
POINT (-1505.1261654678833 4497.814805102838),5
POINT (-1505.8735506885573 4757.466193572201),5
POINT (-1506.5811840261297 4244.544072812886),2
POINT (-1508.6027856408086 4259.5666879032215),2
POINT (-1510.0654491326607 3812.242089996278),1
POINT (-1510.1094827073564 4487.389071527574),4
POINT (-1510.6870101100812 3811.964944087021),4
POINT (-1510.9939590391289 3819.20860231421),1
POINT (-1511.3957806621627 3824.474629071276),3
POINT (-1511.405094947961 3800.379843340422),1
POINT (-1511.7645719761797 1896.827827854746),9
POINT (-1511.9869895654476 4245.62228850816),4
POINT (-1512.3894645041516 3827.471970029949),2
POINT (-1512.6350574513008 3817.050439031751),2
POINT (-1512.6811722117868 3871.1981672739585),1
POINT (-1512.9164338583914 3809.030579383913),1
POINT (-1513.014163725443 3822.6880357335554),1
POINT (-1513.0415257073928 3801.3401479306235),2
POINT (-1513.7121599990335 3811.330869529225),1
POINT (-1514.1388112028512 3801.732034828513),1
POINT (-1517.7284294182639 5798.532689712055),1
POINT (-1517.8169812148617 2662.512377431637),1
POINT (-1518.454964604723 3803.3020510502474),1
POINT (-1518.8445801711848 4772.525155499775),3
POINT (-1519.3702437168022 3807.221615008737),5
POINT (-1519.4235934699905 3828.1057249577175),1
POINT (-1520.075679977012 3807.0547120698893),1
POINT (-1520.2996666105255 3800.990530982661),1
POINT (-1521.0934179629016 3803.211023965636),1
POINT (-1522.1036582211982 4233.266190332797),2
POINT (-1523.0068913078555 3815.916476437209),1
POINT (-1523.0308438279585 3825.6220041779175),1
POINT (-1523.9639233329897 3821.6673448474203),1
POINT (-1524.227967333817 3811.0313075860604),1
POINT (-1524.260202332101 3804.5572665446625),1
POINT (-1524.4328177439668 3845.3784592384122),1
POINT (-1524.6246316789893 3807.8439068013217),1
POINT (-1524.9573211662105 3815.271490114369),2
POINT (-1525.1420104925917 1575.4219327449612),1
POINT (-1525.436908982372 3822.205593116438),1
POINT (-1525.6957374012197 1994.5285187115571),9
POINT (-1526.4900336253068 3823.6576904464537),3
POINT (-1526.8889347157697 5940.367229053723),12
POINT (-1526.9372331431534 5582.2951345645315),16
POINT (-1527.1275555605914 2059.53529486834),11
POINT (-1527.3904804818017 3830.00306032934),1
POINT (-1527.5662095734574 3867.6965435034745),20
POINT (-1527.9542304175316 3845.13623305779),1
POINT (-1529.6101550090832 3811.890592518961),2
POINT (-153.29803362677015 4245.647796338232),2
POINT (-1530.0918788301894 5649.06197186827),9
POINT (-1530.540665326246 3822.2130280151673),1
POINT (-1530.8492305878508 3844.9370956947023),1
POINT (-1530.9701474069657 3805.6529728595124),1
POINT (-1531.464921969304 3826.4537447472107),1
POINT (-1531.8651368374524 3803.477597638313),1
POINT (-1532.1710606390263 3814.520788684524),1
POINT (-1533.1810012935098 3820.5534540630542),1
POINT (-1533.5361439791852 3820.2215585365598),1
POINT (-1533.6077641418956 3823.052565155841),1
POINT (-1533.6279409411427 3820.1778317609123),1
POINT (-1534.102710716979 3823.8151754479277),1
POINT (-1534.288605302118 3821.313196192153),1
POINT (-1535.2223991518727 3824.9437757579426),3
POINT (-1535.5060745656376 3810.1246356171964),1
POINT (-1536.7080151508037 3805.2771284238847),3
POINT (-1537.38918271074 3827.1679822018614),3
POINT (-1538.4571662358987 3804.0028428150913),1
POINT (-1538.9086040881643 3809.4793125130864),1
POINT (-154.48209949326866 4266.527499228907),1
POINT (-1540.1992872214355 5799.454994156215),1
POINT (-1540.6939232142856 5911.2043933891255),16
POINT (-1541.3231057723094 5600.609909304979),14
POINT (-1543.032834108664 5799.571295585814),1
POINT (-1543.2439647063366 4230.280462977321),1
POINT (-1544.402652799368 5597.814717266389),9
POINT (-1544.7384346356246 2662.7638336308696),3
POINT (-1546.5911962235227 2662.781139100218),2
POINT (-1549.185600630916 2808.9486092084253),12
POINT (-1549.703019459702 2831.956395342448),16
POINT (-1550.643501013279 1577.9551805677308),1
POINT (-1551.3343645385485 5650.818929732952),1
POINT (-1553.1319253895663 6001.457482379951),11
POINT (-1554.9910108901931 5924.0332478370465),9
POINT (-1555.4794152338718 5688.7132394402315),14
POINT (-1556.8168700925107 4495.025735383112),5
POINT (-1557.7801253280318 1578.6453291111266),1
POINT (-1558.500411441422 4190.97076684272),1
POINT (-1558.517200825967 5600.664347152427),7
POINT (-1558.8721770909403 4186.6068924148785),1
POINT (-1559.4010602968729 5661.229908784321),24
POINT (-1561.1903194801348 2807.7740364603333),11
POINT (-1561.9412247609748 2662.9245139683503),1
POINT (-1562.884605734389 5800.386101026498),1
POINT (-1565.3234939821336 2806.0061159727093),14
POINT (-1566.737950035057 3917.8489160043196),1
POINT (-1567.3539526608408 3953.0064643512515),1
POINT (-1578.0077782280796 4740.0889829815005),20
POINT (-1578.3241572976324 3810.576991082258),24
POINT (-1579.8946491999689 4171.385649404132),4
POINT (-1583.241606751104 4169.283796405102),4
POINT (-1583.243854920443 4166.579896096508),2
POINT (-1583.4904871484696 5801.231858503605),1
POINT (-1584.3960785111678 4255.118136178264),2
POINT (-1585.2080359726933 5801.3023543844265),4
POINT (-1586.2671714280145 2662.9173842507307),2
POINT (-1586.6487633003874 4155.242980457711),6
POINT (-1587.3994039338113 5801.392297920495),1
POINT (-1588.1040683361184 1726.0704084148279),11
POINT (-1589.1272568705476 2020.4605354569248),1
POINT (-1590.3908790256119 1882.6417834648523),13
POINT (-1593.9602089759344 2662.5341943197163),3
POINT (-1594.11851142843 3889.8813749146916),1
POINT (-1594.4106999810128 3530.0675558957696),1
POINT (-1594.4293679304658 3896.005141132257),1
POINT (-1595.022515631356 3880.4938636000265),2
POINT (-1595.2141852316756 3871.6008317215114),3
POINT (-1595.5599121749015 3899.6851592641915),1
POINT (-1595.7819195548448 3878.283545544384),1
POINT (-1596.1095253257768 3807.2089986005285),22
POINT (-1596.707769476641 4250.386527990865),4
POINT (-1597.8750154414954 3890.2558051487053),1
POINT (-1598.3974946394105 3634.58685860962),17
POINT (-1600.59536747128 4157.285245033352),3
POINT (-1600.6642998334382 3842.586571936349),1
POINT (-1601.4666884790352 3876.9728785696925),1
POINT (-1601.6432530219968 3794.37476375718),1
POINT (-1601.7587304840956 3879.8501121618124),2
POINT (-1601.8500362437685 3880.1780952508575),2
POINT (-1601.8745377759506 4738.945967988204),26
POINT (-1602.286335679259 3883.529748374856),1
POINT (-1602.7422004117766 3883.3466707602074),1
POINT (-1603.197965500011 3886.574851268157),1
POINT (-1603.232683753705 3899.3267133388067),1
POINT (-1603.714482128657 3880.2437660504715),2
POINT (-1604.456536440225 3881.791661749381),2
POINT (-1604.9025082466162 3874.432012346725),4
POINT (-1608.074479860577 3871.976390222953),2
POINT (-1608.4467532686513 3792.329605710588),15
POINT (-1608.45605877468 4914.969006718104),17
POINT (-1608.6415402789394 3876.3305663528304),3
POINT (-1608.766411449925 3886.4924784954583),4
POINT (-1608.824497343003 3883.9615248506393),1
POINT (-1608.8792252692122 3887.9790698446523),1
POINT (-1609.2068362576176 3893.365328773095),1
POINT (-1609.8151428460656 3661.483687587483),8
POINT (-1610.3163509389863 3887.4413818776015),1
POINT (-1610.6711543569747 3900.5376197903356),1
POINT (-1610.8259240859934 3623.641989591707),8
POINT (-1610.9627691619994 2820.240368942965),20
POINT (-1611.320132282641 3879.5851413433497),1
POINT (-1612.2720308456132 3882.5686037380674),1
POINT (-1613.168635356199 3886.6373197796356),1
POINT (-1613.7332956087453 6184.3620065370405),12
POINT (-1614.3497556099605 3893.4340163962565),2
POINT (-1614.4411115176308 3876.8173553491097),1
POINT (-1614.7792376906802 3876.8739612406016),1
POINT (-1614.8630755109355 3880.1911977327636),2
POINT (-1615.2740122530186 3897.6747331283),1
POINT (-1616.1576839379693 3865.715628119901),1
POINT (-1616.5939833734599 3869.0672812438993),1
POINT (-1616.740124581225 3887.7475508704483),1
POINT (-1616.9390928611258 4224.398151702),1
POINT (-1616.9640641883025 3898.063349807034),2
POINT (-1616.9900915772243 3891.7744424441435),2
POINT (-1617.4168544256102 3894.27355353693),1
POINT (-1617.4370312248573 3891.3988201420016),1
POINT (-1618.1131464263558 6082.465710436708),11
POINT (-1618.3796090505787 3842.5773866408404),3
POINT (-1619.2417336779565 5673.535381976727),16
POINT (-1619.6814433867187 5595.154266781606),10
POINT (-162.52876505399442 5274.356859163546),13
POINT (-1620.0491312578738 3878.207122786371),1
POINT (-1620.5865152362605 3641.318449722888),23
POINT (-1620.7139981050505 3863.0197029340347),1
POINT (-1620.8679306851086 3863.1423079062843),1
POINT (-1621.1290446206444 3885.4936875518906),2
POINT (-1621.2233999077978 3884.0065771093546),2
POINT (-1621.4083467935707 3876.881393672137),1
POINT (-1621.5756701673438 3876.1650629991814),1
POINT (-1622.562368419548 3895.0951990419244),1
POINT (-1622.717694371879 3880.7003008941756),1
POINT (-1622.9158794722546 3874.8680318286724),1
POINT (-1622.926008783079 4770.590213297557),14
POINT (-1623.0740591441258 3872.0300113645017),6
POINT (-1623.186872963413 3873.5166027136956),1
POINT (-1623.972190714906 3670.0155780743544),15
POINT (-1624.3900041035336 1044.057038017657),8
POINT (-1624.6364536455433 5983.342110677975),7
POINT (-1625.3699500482817 3623.739971111275),13
POINT (-1625.6277799768418 3865.122674212393),1
POINT (-1625.8632673924826 6198.707269494145),1
POINT (-1626.579678539814 3868.106136607111),1
POINT (-1626.8452381330226 3857.4164810893035),1
POINT (-1628.0823810173774 988.5295495794128),12
POINT (-1628.3703570341788 4223.622979935265),1
POINT (-1628.5577619588269 3877.936415585774),1
POINT (-1631.2977392714251 3877.311975313187),1
POINT (-1631.3358804151767 3865.3909028432195),2
POINT (-1632.5354695964468 3872.891897800177),2
POINT (-1632.563259932197 6104.204284626621),9
POINT (-1633.597605779784 3422.9740213323944),12
POINT (-1634.1950251073974 6036.185736141082),1
POINT (-1634.3267682587414 5802.36188214354),1
POINT (-1635.9315063956917 3873.9136357437737),1
POINT (-1636.010670564606 6188.969646246565),18
POINT (-1636.260455452556 2061.364222168615),10
POINT (-1636.5398833070856 1919.249409295415),1
POINT (-1636.9730511712182 806.1608366025896),9
POINT (-1639.858495312963 1887.131041214956),1
POINT (-1639.987168469182 6100.600084036814),25
POINT (-1640.5060632669158 1827.2322605665265),1
POINT (-1640.7766965971773 6100.027961564686),13
POINT (-1642.4460242662456 3842.5573971089852),2
POINT (-1643.2580502869405 4669.367263396747),1
POINT (-1644.1904815100493 4691.016885765695),1
POINT (-1644.3741734145933 1589.334317315271),1
POINT (-1644.406459885606 5802.507044280065),1
POINT (-1644.5985133422496 1611.8072210224757),1
POINT (-1644.7344911368907 1625.428585338752),1
POINT (-1644.8700360359621 1639.0065850138878),1
POINT (-1644.939003903492 1645.9153339917464),2
POINT (-1646.861087081713 6096.975497646737),15
POINT (-1647.390242654917 5802.550015067044),1
POINT (-1651.9374347777432 5620.078627851311),3
POINT (-1652.2065163499835 1036.4210924883691),1
POINT (-1658.825639724064 6184.085888451759),20
POINT (-1659.8970581130227 6256.300713352074),7
POINT (-1660.5951122809852 6062.518353345776),14
POINT (-1662.166147963861 6058.983160804273),10
POINT (-1662.2439520766068 4191.975918755231),1
POINT (-1662.9076138531102 3423.306359798641),13
POINT (-1662.9323974961196 4172.542757411849),2
POINT (-1664.7546282477358 1636.496197291979),6
POINT (-1664.929628664937 4198.520312813763),1
POINT (-1665.255552414537 3428.850499167445),5
POINT (-1665.761173721802 4090.6640641045947),21
POINT (-1666.020644498376 6069.547463099791),1
POINT (-1666.3886980897407 1626.8412756593575),1
POINT (-167.92909522426285 5267.910967169662),12
POINT (-1670.4983871315392 2658.721830344536),1
POINT (-1670.5719329789977 2056.786442336958),11
POINT (-1671.5231308437487 4095.9521638112146),1
POINT (-1671.9221658970364 4177.139513718423),1
POINT (-1672.6617353002493 4045.468253837507),17
POINT (-1673.0044960557586 4176.321520283467),5
POINT (-1674.0198778863198 4251.949560668913),2
POINT (-1674.3608503210248 4629.264058989659),1
POINT (-1674.4589260185537 1637.739784993211),1
POINT (-1675.0510095550928 5609.338507213533),14
POINT (-1677.0735418768388 4253.510742438262),7
POINT (-1677.7407737800065 4184.57704540928),9
POINT (-1678.5790710508977 6160.480937024593),13
POINT (-1679.5047761129108 5597.565104297342),12
POINT (-1680.1149255436424 4154.285491043946),2
POINT (-1682.1128440747607 3815.387676630701),21
POINT (-1682.8025501341115 5767.495277462589),1
POINT (-1683.8760526997783 3865.5550393620033),5
POINT (-1684.5679842891263 3880.0711276345087),3
POINT (-1684.6807981084135 3881.5577189837027),6
POINT (-1685.0807101079752 4177.3803864475285),3
POINT (-1687.8899155326244 3868.865987267712),1
POINT (-1687.9610980714185 1635.5719434169594),9
POINT (-1688.3057636597248 3875.6864482098226),1
POINT (-1688.3235480266098 3890.8691938092384),4
POINT (-1688.370367401189 1641.1182669373754),1
POINT (-1688.5744534270377 3869.41420304832),1
POINT (-1688.6055566379218 3857.251706908298),1
POINT (-1689.8280452582974 4247.65257499782),4
POINT (-1689.9699588920605 3877.6775707640586),1
POINT (-169.62199843860722 3705.7451986727774),3
